"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2014-02-05",1789.45,1797.85,1787.83,1797.79,0.48,537549.03
"XZAG","CBX","HRZB00ICBEX6","2014-02-04",1795.28,1795.81,1787.41,1789.13,-0.33,1624613.89
"XZAG","CBX","HRZB00ICBEX6","2014-02-03",1803.15,1804.90,1794.74,1795.09,-0.47,2023875.55
"XZAG","CBX","HRZB00ICBEX6","2014-01-31",1813.26,1813.48,1796.92,1803.53,-0.21,463604.58
"XZAG","CBX","HRZB00ICBEX6","2014-01-30",1802.21,1813.28,1798.95,1807.30,0.31,553319.35
"XZAG","CBX","HRZB00ICBEX6","2014-01-29",1797.48,1804.19,1797.48,1801.67,0.36,889648.44
"XZAG","CBX","HRZB00ICBEX6","2014-01-28",1796.44,1802.00,1792.75,1795.18,-0.06,2111711.16
"XZAG","CBX","HRZB00ICBEX6","2014-01-27",1804.59,1804.59,1791.33,1796.24,-0.45,670786.22
"XZAG","CBX","HRZB00ICBEX6","2014-01-24",1811.25,1812.01,1802.31,1804.33,-0.38,756822.38
"XZAG","CBX","HRZB00ICBEX6","2014-01-23",1810.67,1814.11,1802.21,1811.16,0.02,853861.62
"XZAG","CBX","HRZB00ICBEX6","2014-01-22",1809.37,1812.42,1802.44,1810.75,0.07,569042.61
"XZAG","CBX","HRZB00ICBEX6","2014-01-21",1812.97,1813.16,1800.09,1809.53,-0.19,1161432.07
"XZAG","CBX","HRZB00ICBEX6","2014-01-20",1811.99,1815.59,1804.50,1812.97,0.05,891734.30
"XZAG","CBX","HRZB00ICBEX6","2014-01-17",1801.86,1812.12,1799.15,1812.12,0.57,927541.93
"XZAG","CBX","HRZB00ICBEX6","2014-01-16",1810.78,1814.02,1795.83,1801.89,-0.50,1039603.92
"XZAG","CBX","HRZB00ICBEX6","2014-01-15",1814.78,1814.78,1801.31,1810.91,-0.21,803376.79
"XZAG","CBX","HRZB00ICBEX6","2014-01-14",1815.73,1819.56,1809.07,1814.76,-0.08,820534.06
"XZAG","CBX","HRZB00ICBEX6","2014-01-13",1804.46,1818.74,1801.01,1816.26,0.65,1012938.76
"XZAG","CBX","HRZB00ICBEX6","2014-01-10",1812.41,1815.21,1794.86,1804.47,-0.45,1312777.04
"XZAG","CBX","HRZB00ICBEX6","2014-01-09",1799.52,1813.23,1799.52,1812.63,0.67,1015824.87
"XZAG","CBX","HRZB00ICBEX6","2014-01-08",1802.62,1802.88,1797.89,1800.64,-0.11,793381.97
"XZAG","CBX","HRZB00ICBEX6","2014-01-07",1799.41,1809.82,1794.93,1802.60,0.19,1230468.13
"XZAG","CBX","HRZB00ICBEX6","2014-01-03",1804.40,1804.40,1798.69,1799.24,-0.29,565898.48
"XZAG","CBX","HRZB00ICBEX6","2014-01-02",1794.71,1804.57,1792.69,1804.55,0.57,615290.20
"XZAG","CBX","HRZB00ICBEX6","2013-12-31",1779.79,1794.28,1778.59,1794.28,0.82,790065.10
"XZAG","CBX","HRZB00ICBEX6","2013-12-30",1779.58,1782.93,1774.40,1779.75,-0.04,930888.00
"XZAG","CBX","HRZB00ICBEX6","2013-12-27",1783.25,1789.03,1777.94,1780.38,-0.16,1235983.38
"XZAG","CBX","HRZB00ICBEX6","2013-12-23",1777.15,1783.75,1773.68,1783.23,0.27,705129.51
"XZAG","CBX","HRZB00ICBEX6","2013-12-20",1786.07,1789.68,1776.87,1778.49,-0.45,1387383.17
"XZAG","CBX","HRZB00ICBEX6","2013-12-19",1778.24,1787.34,1777.46,1786.56,0.48,2660788.29
"XZAG","CBX","HRZB00ICBEX6","2013-12-18",1770.11,1781.58,1769.14,1777.99,0.45,649190.91
"XZAG","CBX","HRZB00ICBEX6","2013-12-17",1771.42,1779.04,1766.87,1770.09,-0.06,1399390.68
"XZAG","CBX","HRZB00ICBEX6","2013-12-16",1766.15,1774.59,1766.15,1771.08,0.26,1396159.29
"XZAG","CBX","HRZB00ICBEX6","2013-12-13",1762.46,1766.52,1760.40,1766.52,0.23,502629.18
"XZAG","CBX","HRZB00ICBEX6","2013-12-12",1761.07,1764.70,1755.78,1762.43,0.09,961450.52
"XZAG","CBX","HRZB00ICBEX6","2013-12-11",1758.82,1763.33,1755.90,1760.85,0.16,790718.96
"XZAG","CBX","HRZB00ICBEX6","2013-12-10",1760.19,1766.26,1756.96,1758.03,-0.08,930133.93
"XZAG","CBX","HRZB00ICBEX6","2013-12-09",1765.38,1768.33,1756.18,1759.39,-0.33,877182.48
"XZAG","CBX","HRZB00ICBEX6","2013-12-06",1765.28,1768.22,1760.26,1765.29,-0.01,695624.84
"XZAG","CBX","HRZB00ICBEX6","2013-12-05",1768.90,1772.12,1760.12,1765.46,-0.18,1075047.55
"XZAG","CBX","HRZB00ICBEX6","2013-12-04",1760.88,1768.72,1757.97,1768.72,0.46,543086.18
"XZAG","CBX","HRZB00ICBEX6","2013-12-03",1766.87,1766.87,1757.03,1760.55,-0.37,793071.55
"XZAG","CBX","HRZB00ICBEX6","2013-12-02",1771.95,1771.95,1761.52,1767.04,-0.29,292301.70
"XZAG","CBX","HRZB00ICBEX6","2013-11-29",1766.78,1773.34,1764.97,1772.11,0.31,579190.43
"XZAG","CBX","HRZB00ICBEX6","2013-11-28",1768.16,1768.37,1759.76,1766.57,-0.07,833637.39
"XZAG","CBX","HRZB00ICBEX6","2013-11-27",1768.58,1770.30,1762.87,1767.79,-0.05,516059.85
"XZAG","CBX","HRZB00ICBEX6","2013-11-26",1776.19,1776.19,1764.00,1768.62,-0.43,3602034.55
"XZAG","CBX","HRZB00ICBEX6","2013-11-25",1772.19,1777.14,1761.75,1776.21,0.22,819203.44
"XZAG","CBX","HRZB00ICBEX6","2013-11-22",1771.88,1774.62,1769.51,1772.37,0.03,961861.88
"XZAG","CBX","HRZB00ICBEX6","2013-11-21",1765.68,1771.85,1765.11,1771.80,0.34,754083.18
"XZAG","CBX","HRZB00ICBEX6","2013-11-20",1758.75,1765.84,1754.03,1765.84,0.44,1431065.43
"XZAG","CBX","HRZB00ICBEX6","2013-11-19",1748.49,1758.18,1748.33,1758.18,0.57,1023069.08
"XZAG","CBX","HRZB00ICBEX6","2013-11-18",1745.63,1748.66,1740.37,1748.16,0.15,1135397.03
"XZAG","CBX","HRZB00ICBEX6","2013-11-15",1740.81,1745.62,1738.72,1745.62,0.25,573600.81
"XZAG","CBX","HRZB00ICBEX6","2013-11-14",1740.53,1741.33,1734.89,1741.33,0.05,709307.08
"XZAG","CBX","HRZB00ICBEX6","2013-11-13",1741.24,1744.10,1736.53,1740.44,-0.07,799782.33
"XZAG","CBX","HRZB00ICBEX6","2013-11-12",1753.29,1753.69,1737.02,1741.65,-0.69,565967.40
"XZAG","CBX","HRZB00ICBEX6","2013-11-11",1766.30,1766.30,1749.55,1753.68,-0.75,460543.77
"XZAG","CBX","HRZB00ICBEX6","2013-11-08",1756.10,1767.02,1746.77,1767.02,0.55,1282411.56
"XZAG","CBX","HRZB00ICBEX6","2013-11-07",1746.82,1757.54,1741.15,1757.42,0.51,804634.34
"XZAG","CBX","HRZB00ICBEX6","2013-11-06",1751.86,1754.85,1743.05,1748.57,-0.26,1169449.57
"XZAG","CBX","HRZB00ICBEX6","2013-11-05",1751.04,1754.62,1747.69,1753.11,0.11,1151395.30
"XZAG","CBX","HRZB00ICBEX6","2013-11-04",1762.42,1763.33,1745.97,1751.13,-0.75,1085821.41
"XZAG","CBX","HRZB00ICBEX6","2013-10-31",1755.07,1764.41,1750.08,1764.41,0.57,615293.47
"XZAG","CBX","HRZB00ICBEX6","2013-10-30",1766.66,1766.66,1749.09,1754.43,-0.67,1475336.04
"XZAG","CBX","HRZB00ICBEX6","2013-10-29",1761.68,1766.22,1753.03,1766.22,0.23,1026404.77
"XZAG","CBX","HRZB00ICBEX6","2013-10-28",1763.57,1767.22,1752.94,1762.22,-0.11,452095.55
"XZAG","CBX","HRZB00ICBEX6","2013-10-25",1765.75,1766.83,1759.61,1764.10,-0.11,1002091.59
"XZAG","CBX","HRZB00ICBEX6","2013-10-24",1756.75,1766.03,1756.12,1766.01,0.53,1167300.39
"XZAG","CBX","HRZB00ICBEX6","2013-10-23",1762.68,1763.28,1755.00,1756.76,-0.33,540820.38
"XZAG","CBX","HRZB00ICBEX6","2013-10-22",1760.64,1768.28,1757.54,1762.55,0.13,1029239.35
"XZAG","CBX","HRZB00ICBEX6","2013-10-21",1767.34,1767.51,1756.11,1760.25,-0.44,1167473.57
"XZAG","CBX","HRZB00ICBEX6","2013-10-18",1765.08,1768.87,1761.97,1768.11,0.17,403537.15
"XZAG","CBX","HRZB00ICBEX6","2013-10-17",1776.90,1777.35,1763.19,1765.09,-0.69,945670.43
"XZAG","CBX","HRZB00ICBEX6","2013-10-16",1777.51,1781.15,1772.63,1777.41,0.00,724116.82
"XZAG","CBX","HRZB00ICBEX6","2013-10-15",1782.13,1782.13,1774.26,1777.43,-0.29,915652.56
"XZAG","CBX","HRZB00ICBEX6","2013-10-14",1793.19,1800.05,1777.87,1782.55,-0.64,1210508.80
"XZAG","CBX","HRZB00ICBEX6","2013-10-11",1787.24,1794.80,1785.99,1794.06,0.36,808583.55
"XZAG","CBX","HRZB00ICBEX6","2013-10-10",1795.52,1796.39,1785.52,1787.70,-0.43,878984.94
"XZAG","CBX","HRZB00ICBEX6","2013-10-09",1795.58,1800.61,1791.75,1795.41,0.03,1251769.06
"XZAG","CBX","HRZB00ICBEX6","2013-10-07",1805.07,1810.97,1790.57,1794.96,-0.55,566370.26
"XZAG","CBX","HRZB00ICBEX6","2013-10-04",1818.79,1818.79,1800.55,1804.94,-0.76,811874.60
"XZAG","CBX","HRZB00ICBEX6","2013-10-03",1816.63,1819.11,1811.56,1818.77,0.14,919768.07
"XZAG","CBX","HRZB00ICBEX6","2013-10-02",1812.01,1816.21,1807.21,1816.21,0.22,620438.84
"XZAG","CBX","HRZB00ICBEX6","2013-10-01",1810.20,1815.88,1807.92,1812.19,0.09,925301.97
"XZAG","CBX","HRZB00ICBEX6","2013-09-30",1817.21,1820.59,1809.80,1810.54,-0.49,970141.67
"XZAG","CBX","HRZB00ICBEX6","2013-09-27",1818.50,1823.37,1813.12,1819.42,0.04,1171577.84
"XZAG","CBX","HRZB00ICBEX6","2013-09-26",1821.15,1822.83,1816.97,1818.65,-0.20,819049.04
"XZAG","CBX","HRZB00ICBEX6","2013-09-25",1817.34,1823.57,1817.34,1822.35,0.24,603299.08
"XZAG","CBX","HRZB00ICBEX6","2013-09-24",1821.62,1825.38,1818.01,1818.01,-0.22,651440.88
"XZAG","CBX","HRZB00ICBEX6","2013-09-23",1823.78,1828.82,1822.03,1822.03,-0.11,1179822.91
"XZAG","CBX","HRZB00ICBEX6","2013-09-20",1830.47,1830.65,1823.48,1823.97,-0.32,1101340.38
"XZAG","CBX","HRZB00ICBEX6","2013-09-19",1820.82,1830.59,1820.45,1829.82,0.50,1110591.20
"XZAG","CBX","HRZB00ICBEX6","2013-09-18",1818.44,1821.10,1816.34,1820.68,0.09,926194.02
"XZAG","CBX","HRZB00ICBEX6","2013-09-17",1825.81,1827.07,1813.85,1819.02,-0.37,861254.75
"XZAG","CBX","HRZB00ICBEX6","2013-09-16",1828.45,1830.03,1820.68,1825.70,-0.14,528235.71
"XZAG","CBX","HRZB00ICBEX6","2013-09-13",1826.55,1832.71,1823.96,1828.35,0.15,534550.95
"XZAG","CBX","HRZB00ICBEX6","2013-09-12",1831.80,1833.49,1825.53,1825.53,-0.32,1043257.00
"XZAG","CBX","HRZB00ICBEX6","2013-09-11",1833.76,1834.68,1827.33,1831.36,-0.12,806228.07
"XZAG","CBX","HRZB00ICBEX6","2013-09-10",1833.65,1839.36,1831.48,1833.55,-0.04,1376475.29
"XZAG","CBX","HRZB00ICBEX6","2013-09-09",1826.05,1838.33,1826.05,1834.31,0.44,894120.60
"XZAG","CBX","HRZB00ICBEX6","2013-09-06",1834.88,1836.40,1823.92,1826.19,-0.49,1376464.42
"XZAG","CBX","HRZB00ICBEX6","2013-09-05",1832.84,1835.58,1829.06,1835.26,0.12,850906.19
"XZAG","CBX","HRZB00ICBEX6","2013-09-04",1840.53,1840.53,1828.01,1833.14,-0.42,420073.91
"XZAG","CBX","HRZB00ICBEX6","2013-09-03",1845.64,1847.35,1832.63,1840.85,-0.26,775585.03
"XZAG","CBX","HRZB00ICBEX6","2013-09-02",1841.17,1853.71,1839.39,1845.62,0.23,1653215.77
"XZAG","CBX","HRZB00ICBEX6","2013-08-30",1833.38,1843.56,1832.93,1841.41,0.43,1491123.47
"XZAG","CBX","HRZB00ICBEX6","2013-08-29",1830.89,1834.75,1826.21,1833.52,0.14,581327.97
"XZAG","CBX","HRZB00ICBEX6","2013-08-28",1838.85,1839.35,1830.63,1830.97,-0.45,1030475.19
"XZAG","CBX","HRZB00ICBEX6","2013-08-27",1847.45,1848.59,1836.65,1839.16,-0.47,599666.64
"XZAG","CBX","HRZB00ICBEX6","2013-08-26",1848.89,1859.60,1844.98,1847.81,-0.09,552955.22
"XZAG","CBX","HRZB00ICBEX6","2013-08-23",1851.54,1856.77,1847.21,1849.47,-0.12,710736.84
"XZAG","CBX","HRZB00ICBEX6","2013-08-22",1842.51,1852.02,1842.44,1851.76,0.49,3345839.05
"XZAG","CBX","HRZB00ICBEX6","2013-08-21",1854.47,1854.48,1841.01,1842.82,-0.61,1136903.29
"XZAG","CBX","HRZB00ICBEX6","2013-08-20",1842.72,1854.08,1838.46,1854.08,0.55,513068.90
"XZAG","CBX","HRZB00ICBEX6","2013-08-19",1837.32,1843.85,1836.62,1843.85,0.36,1364727.95
"XZAG","CBX","HRZB00ICBEX6","2013-08-16",1836.62,1838.31,1834.11,1837.31,0.09,358338.84
"XZAG","CBX","HRZB00ICBEX6","2013-08-14",1828.10,1836.23,1826.43,1835.60,0.48,344892.75
"XZAG","CBX","HRZB00ICBEX6","2013-08-13",1829.49,1829.67,1822.17,1826.87,-0.14,491152.21
"XZAG","CBX","HRZB00ICBEX6","2013-08-12",1827.09,1829.47,1823.44,1829.47,0.13,477471.70
"XZAG","CBX","HRZB00ICBEX6","2013-08-09",1830.98,1836.24,1826.81,1827.09,-0.21,411448.77
"XZAG","CBX","HRZB00ICBEX6","2013-08-08",1835.63,1838.48,1829.13,1830.96,-0.24,815537.43
"XZAG","CBX","HRZB00ICBEX6","2013-08-07",1839.85,1842.55,1830.65,1835.37,-0.25,283026.07
"XZAG","CBX","HRZB00ICBEX6","2013-08-06",1853.45,1853.57,1834.75,1839.88,-0.74,814446.64
"XZAG","CBX","HRZB00ICBEX6","2013-08-02",1861.13,1861.79,1848.71,1853.65,-0.32,529608.99
"XZAG","CBX","HRZB00ICBEX6","2013-08-01",1850.43,1860.09,1846.59,1859.51,0.59,404190.55
"XZAG","CBX","HRZB00ICBEX6","2013-07-31",1839.98,1860.64,1836.83,1848.55,0.29,1522215.93
"XZAG","CBX","HRZB00ICBEX6","2013-07-30",1828.24,1843.17,1828.24,1843.17,0.77,818033.09
"XZAG","CBX","HRZB00ICBEX6","2013-07-29",1839.85,1839.85,1824.20,1829.12,-0.58,867702.93
"XZAG","CBX","HRZB00ICBEX6","2013-07-26",1846.11,1850.04,1838.89,1839.79,-0.34,739328.37
"XZAG","CBX","HRZB00ICBEX6","2013-07-25",1850.93,1852.03,1844.01,1846.03,-0.27,489178.85
"XZAG","CBX","HRZB00ICBEX6","2013-07-24",1840.27,1851.16,1836.94,1850.96,0.58,574956.68
"XZAG","CBX","HRZB00ICBEX6","2013-07-23",1841.59,1842.84,1837.62,1840.34,-0.13,715452.90
"XZAG","CBX","HRZB00ICBEX6","2013-07-22",1850.88,1852.68,1838.57,1842.69,-0.43,531485.47
"XZAG","CBX","HRZB00ICBEX6","2013-07-19",1856.50,1861.36,1849.70,1850.69,-0.32,1610972.28
"XZAG","CBX","HRZB00ICBEX6","2013-07-18",1828.86,1856.71,1828.82,1856.58,1.51,982247.18
"XZAG","CBX","HRZB00ICBEX6","2013-07-17",1835.14,1838.64,1823.75,1829.05,-0.33,1525904.34
"XZAG","CBX","HRZB00ICBEX6","2013-07-16",1825.35,1835.10,1822.47,1835.10,0.54,669134.94
"XZAG","CBX","HRZB00ICBEX6","2013-07-15",1827.74,1827.74,1820.40,1825.33,-0.13,870369.37
"XZAG","CBX","HRZB00ICBEX6","2013-07-12",1823.31,1828.74,1821.70,1827.74,0.17,944568.24
"XZAG","CBX","HRZB00ICBEX6","2013-07-11",1811.73,1828.92,1811.54,1824.57,0.71,975886.20
"XZAG","CBX","HRZB00ICBEX6","2013-07-10",1821.06,1822.09,1810.25,1811.73,-0.50,398964.16
"XZAG","CBX","HRZB00ICBEX6","2013-07-09",1806.03,1820.86,1801.23,1820.86,0.82,694849.93
"XZAG","CBX","HRZB00ICBEX6","2013-07-08",1802.89,1807.55,1795.77,1806.02,0.10,724428.79
"XZAG","CBX","HRZB00ICBEX6","2013-07-05",1801.38,1807.51,1792.95,1804.18,0.16,895186.24
"XZAG","CBX","HRZB00ICBEX6","2013-07-04",1812.31,1814.26,1800.89,1801.26,-0.52,566985.56
"XZAG","CBX","HRZB00ICBEX6","2013-07-03",1808.86,1819.63,1807.38,1810.68,0.10,555412.17
"XZAG","CBX","HRZB00ICBEX6","2013-07-02",1803.06,1808.88,1800.32,1808.88,0.27,560788.15
"XZAG","CBX","HRZB00ICBEX6","2013-07-01",1806.96,1807.48,1798.08,1804.09,-0.03,518781.96
"XZAG","CBX","HRZB00ICBEX6","2013-06-28",1796.98,1808.93,1796.11,1804.69,0.43,882131.32
"XZAG","CBX","HRZB00ICBEX6","2013-06-27",1781.19,1796.98,1780.16,1796.98,0.89,519438.01
"XZAG","CBX","HRZB00ICBEX6","2013-06-26",1788.69,1789.32,1779.11,1781.17,-0.37,575719.31
"XZAG","CBX","HRZB00ICBEX6","2013-06-24",1795.57,1798.10,1787.67,1787.84,-0.43,833718.68
"XZAG","CBX","HRZB00ICBEX6","2013-06-21",1783.91,1797.26,1783.13,1795.57,0.66,891494.58
"XZAG","CBX","HRZB00ICBEX6","2013-06-20",1786.51,1786.91,1774.78,1783.85,-0.01,1118713.06
"XZAG","CBX","HRZB00ICBEX6","2013-06-19",1784.66,1798.21,1784.01,1784.01,-0.04,968895.61
"XZAG","CBX","HRZB00ICBEX6","2013-06-18",1805.93,1805.93,1783.96,1784.67,-1.17,1064870.54
"XZAG","CBX","HRZB00ICBEX6","2013-06-17",1801.86,1808.84,1795.67,1805.88,0.23,1091376.98
"XZAG","CBX","HRZB00ICBEX6","2013-06-14",1799.67,1807.08,1796.27,1801.82,0.11,1315927.25
"XZAG","CBX","HRZB00ICBEX6","2013-06-13",1824.83,1825.56,1797.42,1799.76,-1.37,1066882.06
"XZAG","CBX","HRZB00ICBEX6","2013-06-12",1835.25,1837.64,1821.71,1824.83,-0.60,1028380.16
"XZAG","CBX","HRZB00ICBEX6","2013-06-11",1839.72,1842.02,1830.65,1835.77,-0.21,1078082.29
"XZAG","CBX","HRZB00ICBEX6","2013-06-10",1849.95,1852.90,1839.71,1839.71,-0.56,1315766.19
"XZAG","CBX","HRZB00ICBEX6","2013-06-07",1858.54,1858.65,1843.94,1850.14,-0.46,934440.42
"XZAG","CBX","HRZB00ICBEX6","2013-06-06",1840.92,1858.71,1837.87,1858.71,0.91,1209788.93
"XZAG","CBX","HRZB00ICBEX6","2013-06-05",1851.78,1852.31,1837.15,1841.90,-0.59,1271985.37
"XZAG","CBX","HRZB00ICBEX6","2013-06-04",1838.48,1852.74,1837.66,1852.74,0.78,758596.71
"XZAG","CBX","HRZB00ICBEX6","2013-06-03",1853.89,1853.89,1837.95,1838.46,-0.84,835746.67
"XZAG","CBX","HRZB00ICBEX6","2013-05-31",1854.05,1856.19,1845.15,1853.97,-0.03,1205921.91
"XZAG","CBX","HRZB00ICBEX6","2013-05-29",1865.41,1866.16,1854.09,1854.48,-0.46,426437.01
"XZAG","CBX","HRZB00ICBEX6","2013-05-28",1884.31,1884.31,1857.98,1862.97,-1.13,1212544.84
"XZAG","CBX","HRZB00ICBEX6","2013-05-27",1880.10,1885.04,1876.66,1884.25,0.17,1166679.99
"XZAG","CBX","HRZB00ICBEX6","2013-05-24",1861.35,1881.08,1861.35,1881.08,1.01,678060.92
"XZAG","CBX","HRZB00ICBEX6","2013-05-23",1882.08,1884.17,1854.09,1862.32,-1.05,800688.15
"XZAG","CBX","HRZB00ICBEX6","2013-05-22",1879.90,1882.12,1872.16,1882.12,0.14,10932431.27
"XZAG","CBX","HRZB00ICBEX6","2013-05-21",1885.68,1889.73,1876.32,1879.44,-0.36,472997.55
"XZAG","CBX","HRZB00ICBEX6","2013-05-20",1897.24,1900.68,1879.02,1886.26,-0.64,671526.25
"XZAG","CBX","HRZB00ICBEX6","2013-05-17",1915.72,1918.03,1888.64,1898.35,-0.99,799825.10
"XZAG","CBX","HRZB00ICBEX6","2013-05-16",1925.15,1925.15,1912.21,1917.41,-0.41,1076170.33
"XZAG","CBX","HRZB00ICBEX6","2013-05-15",1926.38,1928.12,1916.69,1925.36,-0.04,1009271.83
"XZAG","CBX","HRZB00ICBEX6","2013-05-14",1918.50,1926.19,1916.20,1926.19,0.40,1223738.47
"XZAG","CBX","HRZB00ICBEX6","2013-05-13",1919.83,1919.87,1916.21,1918.50,-0.18,898442.26
"XZAG","CBX","HRZB00ICBEX6","2013-05-10",1920.26,1926.27,1914.67,1921.89,0.10,674436.80
"XZAG","CBX","HRZB00ICBEX6","2013-05-09",1915.70,1923.08,1910.42,1919.91,0.22,578353.71
"XZAG","CBX","HRZB00ICBEX6","2013-05-08",1931.40,1934.56,1915.60,1915.73,-0.81,554654.07
"XZAG","CBX","HRZB00ICBEX6","2013-05-07",1947.38,1947.38,1930.68,1931.40,-0.84,1254821.78
"XZAG","CBX","HRZB00ICBEX6","2013-05-06",1945.63,1956.76,1943.02,1947.68,0.11,910420.94
"XZAG","CBX","HRZB00ICBEX6","2013-05-03",1942.36,1948.06,1936.92,1945.60,0.15,763311.78
"XZAG","CBX","HRZB00ICBEX6","2013-05-02",1946.43,1948.89,1935.03,1942.72,-0.29,2742254.51
"XZAG","CBX","HRZB00ICBEX6","2013-04-30",,,,,,0.00
"XZAG","CBX","HRZB00ICBEX6","2013-04-29",1942.09,1949.65,1940.98,1948.39,0.33,564607.72
"XZAG","CBX","HRZB00ICBEX6","2013-04-26",1946.61,1946.61,1932.23,1942.05,-0.23,597762.63
"XZAG","CBX","HRZB00ICBEX6","2013-04-25",1956.16,1956.16,1940.52,1946.56,-0.53,616192.38
"XZAG","CBX","HRZB00ICBEX6","2013-04-24",1950.34,1958.38,1943.54,1956.84,0.30,869338.89
"XZAG","CBX","HRZB00ICBEX6","2013-04-23",1958.68,1958.68,1946.12,1950.91,-0.39,615749.96
"XZAG","CBX","HRZB00ICBEX6","2013-04-22",1948.45,1958.49,1941.84,1958.46,0.51,883621.19
"XZAG","CBX","HRZB00ICBEX6","2013-04-19",1955.46,1955.46,1942.22,1948.45,-0.38,1193923.98
"XZAG","CBX","HRZB00ICBEX6","2013-04-18",1945.57,1955.91,1936.77,1955.91,0.52,1100215.37
"XZAG","CBX","HRZB00ICBEX6","2013-04-17",1955.76,1955.76,1934.52,1945.74,-0.51,993242.05
"XZAG","CBX","HRZB00ICBEX6","2013-04-16",1975.45,1975.45,1945.82,1955.75,-0.98,997499.68
"XZAG","CBX","HRZB00ICBEX6","2013-04-15",1971.54,1975.20,1968.55,1975.20,0.16,713031.52
"XZAG","CBX","HRZB00ICBEX6","2013-04-12",1982.69,1983.33,1968.24,1971.99,-0.54,610928.56
"XZAG","CBX","HRZB00ICBEX6","2013-04-11",1982.86,1982.86,1967.91,1982.69,0.04,576674.88
"XZAG","CBX","HRZB00ICBEX6","2013-04-10",1974.68,1982.35,1968.06,1981.84,0.37,1281113.08
"XZAG","CBX","HRZB00ICBEX6","2013-04-09",1977.48,1982.90,1969.30,1974.52,-0.08,679829.62
"XZAG","CBX","HRZB00ICBEX6","2013-04-08",1974.06,1976.18,1966.65,1976.18,0.10,589413.55
"XZAG","CBX","HRZB00ICBEX6","2013-04-05",1990.01,1993.27,1973.21,1974.19,-0.79,1228181.30
"XZAG","CBX","HRZB00ICBEX6","2013-04-04",1997.95,1997.95,1984.43,1990.01,-0.46,1604360.25
"XZAG","CBX","HRZB00ICBEX6","2013-04-03",1998.01,2003.46,1993.63,1999.26,0.06,1591321.88
"XZAG","CBX","HRZB00ICBEX6","2013-04-02",2007.93,2008.49,1993.36,1998.00,-0.50,674921.47
"XZAG","CBX","HRZB00ICBEX6","2013-03-29",2008.77,2010.68,2005.56,2007.94,-0.04,227953.45
"XZAG","CBX","HRZB00ICBEX6","2013-03-28",2003.84,2009.31,1999.49,2008.78,0.25,494453.17
"XZAG","CBX","HRZB00ICBEX6","2013-03-27",2005.75,2008.16,2000.20,2003.82,-0.10,782128.63
"XZAG","CBX","HRZB00ICBEX6","2013-03-26",2013.91,2015.61,2000.56,2005.91,-0.37,1029178.81
"XZAG","CBX","HRZB00ICBEX6","2013-03-25",2003.54,2017.49,2003.36,2013.42,0.47,2212581.35
"XZAG","CBX","HRZB00ICBEX6","2013-03-22",1992.51,2004.22,1988.31,2004.05,0.58,1485266.42
"XZAG","CBX","HRZB00ICBEX6","2013-03-21",1994.12,1994.12,1988.16,1992.42,-0.08,574082.94
"XZAG","CBX","HRZB00ICBEX6","2013-03-20",1984.71,1995.37,1983.20,1994.11,0.48,1204972.80
"XZAG","CBX","HRZB00ICBEX6","2013-03-19",1994.72,1994.72,1980.09,1984.61,-0.53,851382.55
"XZAG","CBX","HRZB00ICBEX6","2013-03-18",1999.62,2000.07,1980.46,1995.22,-0.35,1543144.87
"XZAG","CBX","HRZB00ICBEX6","2013-03-15",2019.00,2019.39,2002.31,2002.31,-0.87,1306781.55
"XZAG","CBX","HRZB00ICBEX6","2013-03-14",2025.33,2032.14,2018.96,2019.82,-0.27,1383516.51
"XZAG","CBX","HRZB00ICBEX6","2013-03-13",2018.23,2025.50,2017.13,2025.28,0.32,1588614.70
"XZAG","CBX","HRZB00ICBEX6","2013-03-12",1995.64,2019.63,1995.64,2018.84,1.14,1757911.61
"XZAG","CBX","HRZB00ICBEX6","2013-03-11",2004.27,2004.27,1989.03,1996.04,-0.43,1103638.18
"XZAG","CBX","HRZB00ICBEX6","2013-03-08",2007.08,2011.27,1996.54,2004.64,-0.12,786783.22
"XZAG","CBX","HRZB00ICBEX6","2013-03-07",2007.47,2008.25,1993.07,2007.05,0.00,893433.46
"XZAG","CBX","HRZB00ICBEX6","2013-03-06",1981.42,2007.74,1977.85,2007.07,1.26,1593024.80
"XZAG","CBX","HRZB00ICBEX6","2013-03-05",1969.01,1982.10,1962.57,1982.10,0.69,1104076.60
"XZAG","CBX","HRZB00ICBEX6","2013-03-04",1957.68,1970.76,1946.61,1968.53,0.58,1326926.43
"XZAG","CBX","HRZB00ICBEX6","2013-03-01",1946.29,1957.14,1938.42,1957.14,0.60,1615883.90
"XZAG","CBX","HRZB00ICBEX6","2013-02-28",1921.36,1945.85,1921.36,1945.38,1.60,2298223.32
"XZAG","CBX","HRZB00ICBEX6","2013-02-27",1912.72,1917.87,1903.06,1914.81,0.14,831648.11
"XZAG","CBX","HRZB00ICBEX6","2013-02-26",1913.91,1914.13,1902.74,1912.13,-0.01,1045348.59
"XZAG","CBX","HRZB00ICBEX6","2013-02-25",1908.60,1915.38,1904.24,1912.40,0.08,1009680.33
"XZAG","CBX","HRZB00ICBEX6","2013-02-22",1921.02,1921.02,1907.95,1910.90,-0.54,1467509.16
"XZAG","CBX","HRZB00ICBEX6","2013-02-21",1930.34,1933.09,1915.64,1921.19,-0.48,1280838.36
